Time                 p[297735]      p[297738]      p[297740]      p[297743]      p[298073]      p[312768]      p[313164]      p[313898]
6.000000e-04          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
1.200000e-03          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
1.800000e-03          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
2.400000e-03          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
3.000000e-03          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
3.600000e-03          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
4.200000e-03          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
4.800000e-03          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
5.400000e-03          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
6.000000e-03          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
6.600000e-03          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
7.200000e-03          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
7.800000e-03          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
8.400000e-03          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
9.000000e-03          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
9.600000e-03          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
1.020000e-02          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
1.080000e-02          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
1.140000e-02          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
1.200000e-02          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
1.260000e-02          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
1.320000e-02          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
1.380000e-02          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
1.440000e-02          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
1.500000e-02          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
1.560000e-02          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
1.620000e-02          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
1.680000e-02          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
1.740000e-02          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
1.800000e-02          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
1.860000e-02          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
1.920000e-02          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
1.980000e-02          0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000       0.000000
